Date,Day,Gender,City,Food_ordered,Restaurant,order_value,Rating,Payment_option,order_status,veg_non_veg,,,,
04-09-2023,Sunday,Female,Erode,Shawarma,Little Arabia,180,0,COD,Cancelled,Veg,,,,
17-02-2023,Tuesday,Female,Tiruppur,Egg curry,Hotel Junior Kuppanna,571,0,COD,Cancelled,Non-Veg,,,,
12-09-2023,Tuesday,Female,Salem,Egg curry,Hotel Saravana Bhavan,1469,0,COD,Cancelled,Non-Veg,,,,
05-12-2023,Wednesday,Male,Tiruppur,Gobi manchurian,Denmarrk Drive-Inn Restaurant,658,0,COD,Cancelled,Veg,,,,
04-08-2023,Sunday,Female,Karur,Egg curry,Anjappar,2742,3,Credit Card,Delivered,Non-Veg,,,,
22-01-2023,Monday,Male,Pollachi,Palak paneer,Hotel Junior Kuppanna,1838,5,COD,Delivered,Veg,,,,
16-01-2023,Friday,Female,Tiruvannamalai,Tandoori roti,Hotel A2B,960,1,COD,Delivered,Veg,,,,
23-04-2023,Wednesday,Male,Tiruppur,Mutton curry,Denmarrk Drive-Inn Restaurant,2446,0,COD,Cancelled,Non-Veg,,,,
15-09-2023,Sunday,Female,Salem,Mushroom Biryani,Denmarrk Drive-Inn Restaurant,490,3,UPI,Delivered,Veg,,,,
15-09-2023,Friday,Male,Dindigul,Tandoori roti,Hotel Saravana Bhavan,2962,0,COD,Cancelled,Veg,,,,
14-04-2023,Wednesday,Female,Thanjavur,Dosa,Hotel Saravana Bhavan,430,0,COD,Cancelled,Veg,,,,
09-12-2023,Saturday,Male,Dindigul,appam,Junior Kuppanna,177,4,COD,Delivered,Veg,,,,
22-06-2023,Friday,Male,Nagercoil,Masala dosa,Hotel Saravana Bhavan,711,0,COD,Cancelled,Veg,,,,
27-02-2023,Thursday,Female,Nagercoil,Mushroom Biryani,Denmarrk Drive-Inn Restaurant,3105,0,COD,Cancelled,Veg,,,,
13-02-2023,Friday,Male,Trichy,Mutton curry,Hotel Saravana Bhavan,2612,4,COD,Delivered,Non-Veg,,,,
20-10-2023,Sunday,Female,Vellore,Tandoori roti,Anjappar,2237,0,COD,Cancelled,Veg,,,,
31-07-2023,Tuesday,Male,Pollachi,Grilled Chicken,Mad Grill,1547,0,COD,Cancelled,Non-Veg,,,,
04-06-2023,Monday,Female,Salem,idli,Hotel Saravana Bhavan,750,3,UPI,Delivered,Veg,,,,
20-04-2023,Saturday,Male,Salem,Paneer Hyderabadi Gravy,Hotel Anjappar,500,0,COD,Cancelled,Veg,,,,
28-06-2023,Saturday,Female,Karur,Egg curry,Hotel A2B,3380,4,COD,Delivered,Non-Veg,,,,
16-03-2023,Wednesday,Male,Avinashi,Masala dosa,Haribhavanam,2086,3,COD,Delivered,Veg,,,,
12-11-2023,Tuesday,Male,Chennai,Palak paneer,Hotel Junior Kuppanna,1541,0,COD,Cancelled,Veg,,,,
26-12-2023,Saturday,Female,Tiruvannamalai,Fish fry,Hotel Junior Kuppanna,2821,2,UPI,Delivered,Non-Veg,,,,
14-08-2023,Monday,Male,Pollachi,appam,Denmarrk Drive-Inn Restaurant,1685,2,COD,Delivered,Veg,,,,
28-12-2023,Saturday,Male,Chennai,Mutton Briyani,Asife Briyani,360,0,COD,Cancelled,Non-Veg,,,,
07-02-2023,Wednesday,Female,Tiruvannamalai,idli,Hotel Junior Kuppanna,75,0,COD,Cancelled,Veg,,,,
20-05-2023,Tuesday,Male,Madurai,Mutton Briyani,Asife Briyani,937,0,COD,Cancelled,Non-Veg,,,,
21-01-2023,Tuesday,Male,Trichy,Chilli chicken,Hotel Junior Kuppanna,1579,0,COD,Cancelled,Non-Veg,,,,
09-05-2023,Saturday,Male,Madurai,Pulao,Hotel Anjappar,2350,0,COD,Cancelled,Veg,,,,
16-09-2023,Monday,Female,Pollachi,Grilled Chicken,Mad Grill,2612,0,COD,Cancelled,Non-Veg,,,,
05-06-2023,Wednesday,Female,Chennai,Rose Milk,Hotel A2B,75,0,COD,Cancelled,Veg,,,,
20-08-2023,Thursday,Male,Trichy,idli,Hotel Junior Kuppanna,2750,2,Credit Card,Delivered,Veg,,,,
30-05-2023,Thursday,Male,Avinashi,Chilli chicken,Haribhavanam,1935,2,COD,Delivered,Non-Veg,,,,
11-05-2023,Thursday,Male,Tiruvannamalai,Veg Schezwan Momo,Hotel Saravana Bhavan,350,1,UPI,Delivered,Veg,,,,
05-04-2023,Tuesday,Male,Coimbatore,Masala dosa,Hotel Anjappar,3332,0,COD,Cancelled,Veg,,,,
12-05-2023,Tuesday,Female,Tiruvannamalai,Masala dosa,Hotel A2B,3486,0,COD,Cancelled,Veg,,,,
14-05-2023,Monday,Female,Chennai,Schezwan fried rice,Hotel Saravana Bhavan,300,0,COD,Cancelled,Veg,,,,
11-01-2023,Friday,Male,Salem,Dosa,Denmarrk Drive-Inn Restaurant,150,3,Credit Card,Delivered,Veg,,,,
26-04-2023,Thursday,Female,Madurai,Jigarthanda,Famous Jigarthanda,360,2,Credit Card,Delivered,Veg,,,,
05-05-2023,Saturday,Male,Tiruvannamalai,Mushroom Biryani,Hotel Saravana Bhavan,3215,5,UPI,Delivered,Non-Veg,,,,
16-05-2023,Wednesday,Female,Erode,Veg fried rice,Saravana Bhavan,813,0,COD,Cancelled,Veg,,,,
18-04-2023,Tuesday,Female,Tirunelveli,Tandoori roti,Hotel Anjappar,1563,0,COD,Cancelled,Veg,,,,
30-03-2023,Friday,Female,Chennai,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,2858,4,UPI,Delivered,Non-Veg,,,,
08-10-2023,Friday,Male,Chennai,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,1695,3,COD,Delivered,Non-Veg,,,,
05-11-2023,Monday,Female,Chennai,Schezwan fried rice,Hotel Saravana Bhavan,52,0,COD,Cancelled,Veg,,,,
18-02-2023,Tuesday,Female,Pollachi,Egg curry,Hotel Anjappar,2707,0,COD,Cancelled,Non-Veg,,,,
16-09-2023,Thursday,Male,Avinashi,Paneer tikka,Haribhavanam,729,3,UPI,Delivered,Veg,,,,
06-05-2023,Friday,Female,Pollachi,Grilled Chicken,Mad Grill,1511,4,UPI,Delivered,Non-Veg,,,,
20-12-2023,Wednesday,Male,Erode,Paneer tikka,Hotel Saravana Bhavan,808,0,COD,Cancelled,Veg,,,,
30-11-2023,Tuesday,Male,Erode,Paneer tikka,Hotel Saravana Bhavan,1250,0,COD,Cancelled,Veg,,,,
16-10-2023,Saturday,Female,Avinashi,Naan,Haribhavanam,957,2,UPI,Delivered,Veg,,,,
19-02-2023,Tuesday,Male,Salem,Fish fry,Hotel A2B,2851,3,COD,Delivered,Non-Veg,,,,
13-10-2023,Monday,Male,Salem,Paneer tikka,Anjappar,654,5,COD,Delivered,Veg,,,,
09-02-2023,Sunday,Male,Avinashi,Appam,Haribhavanam,450,4,Credit Card,Delivered,Veg,,,,
22-10-2023,Saturday,Male,Salem,Palak paneer,Junior Kuppanna,2068,0,COD,Cancelled,Veg,,,,
24-11-2023,Tuesday,Female,Tirunelveli,Egg curry,Hotel Saravana Bhavan,2778,0,COD,Cancelled,Non-Veg,,,,
18-11-2023,Sunday,Female,Karur,Chocolate Truffle Cake,The Patisserie Karur,300,0,COD,Cancelled,Veg,,,,
03-06-2023,Saturday,Male,Tiruppur,appam,Hotel Anjappar,1336,3,COD,Delivered,Veg,,,,
01-09-2023,Tuesday,Female,Vellore,chicken biryani,Anjappar,2377,3,COD,Delivered,Non-Veg,,,,
27-01-2023,Saturday,Female,Trichy,Tandoori roti,Junior Kuppanna,1644,3,COD,Delivered,Veg,,,,
04-06-2023,Monday,Female,Chennai,Rose Milk,Hotel A2B,105,0,COD,Cancelled,Veg,,,,
24-11-2023,Sunday,Female,Coimbatore,Mutton Briyani,Asife Briyani,2840,4,Credit Card,Delivered,Non-Veg,,,,
19-07-2023,Friday,Female,Karur,Chocolate Truffle Cake,The Patisserie Karur,150,0,COD,Cancelled,Veg,,,,
20-04-2023,Monday,Male,Trichy,Dosa,Hotel A2B,230,3,COD,Delivered,Veg,,,,
20-01-2023,Monday,Male,Salem,Dosa,Hotel Junior Kuppanna,230,3,COD,Delivered,Veg,,,,
14-08-2023,Thursday,Female,Pollachi,Veg Schezwan Momo,Hotel A2B,270,5,COD,Delivered,Veg,,,,
24-05-2023,Tuesday,Female,Chennai,Schezwan fried rice,Hotel Saravana Bhavan,250,0,COD,Cancelled,Veg,,,,
28-12-2023,Saturday,Male,Tiruvannamalai,Egg curry,Hotel A2B,338,2,COD,Delivered,Non-Veg,,,,
15-05-2023,Saturday,Male,Tiruppur,Mutton Briyani,Asife Briyani,3121,0,COD,Cancelled,Non-Veg,,,,
18-12-2023,Tuesday,Female,Chennai,Rose Milk,Hotel A2B,105,5,UPI,Delivered,Veg,,,,
24-10-2023,Tuesday,Female,Pollachi,Grilled Chicken,Mad Grill,3287,0,COD,Cancelled,Non-Veg,,,,
07-12-2023,Sunday,Female,Avinashi,Dosa,Haribhavanam,75,3,COD,Delivered,Veg,,,,
08-08-2023,Thursday,Male,Avinashi,Paneer tikka,Haribhavanam,350,3,UPI,Delivered,Veg,,,,
23-01-2023,Monday,Female,Pollachi,Pulao,Hotel Saravana Bhavan,340,0,COD,Cancelled,Veg,,,,
25-11-2023,Sunday,Female,Erode,Paneer tikka,Hotel Saravana Bhavan,1554,4,UPI,Delivered,Veg,,,,
17-10-2023,Monday,Female,Tiruvannamalai,Mutton curry,Khalids Briyani,2006,0,COD,Cancelled,Non-Veg,,,,
11-07-2023,Tuesday,Male,Madurai,Masala dosa,Zara's Home Food,1500,5,Credit Card,Delivered,Veg,,,,
25-01-2023,Tuesday,Male,Madurai,Mutton curry,Junior Kuppanna,1380,3,Credit Card,Delivered,Non-Veg,,,,
27-10-2023,Monday,Female,Madurai,Jigarthanda,Famous Jigarthanda,423,0,COD,Cancelled,Veg,,,,
01-11-2023,Monday,Female,Chennai,Rose Milk,Hotel A2B,150,0,COD,Cancelled,Veg,,,,
29-07-2023,Sunday,Male,Avinashi,Chicken biryani,Haribhavanam,630,3,Credit Card,Delivered,Non-Veg,,,,
23-07-2023,Wednesday,Female,Karur,Mutton Briyani,Star Briyani,480,0,COD,Cancelled,Non-Veg,,,,
05-08-2023,Saturday,Male,Dindigul,Veg Schezwan Momo,Hotel Anjappar,361,2,UPI,Delivered,Veg,,,,
30-10-2023,Sunday,Female,Karur,Chocolate Truffle Cake,The Patisserie Karur,150,3,COD,Delivered,Veg,,,,
14-01-2023,Saturday,Female,Madurai,Jigarthanda,Famous Jigarthanda,80,5,COD,Delivered,Veg,,,,
27-07-2023,Saturday,Female,Avinashi,Mushroom Masala,Haribhavanam,2006,3,Credit Card,Delivered,Veg,,,,
21-05-2023,Wednesday,Male,Madurai,chicken biryani,Zara's Home Food,1750,2,UPI,Delivered,Non-Veg,,,,
27-12-2023,Wednesday,Female,Tiruppur,Black Forest Cake,Denmarrk Drive-Inn Restaurant,177,3,Credit Card,Delivered,Veg,,,,
06-12-2023,Sunday,Female,Chennai,Rose Milk,Hotel A2B,105,0,COD,Cancelled,Veg,,,,
12-08-2023,Monday,Female,Vellore,Naan,Hotel A2B,3476,0,COD,Cancelled,Veg,,,,
04-06-2023,Thursday,Female,Salem,Naan,Sree Akshayam,539,2,UPI,Delivered,Veg,,,,
21-01-2023,Tuesday,Female,Tirunelveli,Veg Schezwan Momo,Hotel Junior Kuppanna,1193,1,COD,Delivered,Veg,,,,
06-11-2023,Saturday,Male,Avinashi,Chicken biryani,Haribhavanam,180,5,COD,Delivered,Non-Veg,,,,
27-03-2023,Saturday,Female,Salem,Chettinad chicken Gravy,Hotel Junior Kuppanna,3166,0,COD,Cancelled,Non-Veg,,,,
06-05-2023,Wednesday,Male,Karur,Tandoori roti,Hotel Junior Kuppanna,571,2,Credit Card,Delivered,Veg,,,,
18-09-2023,Thursday,Male,Erode,Masala dosa,Zara's Home Food,54,5,Credit Card,Delivered,Veg,,,,
20-01-2023,Tuesday,Female,Coimbatore,Gobi manchurian,Denmarrk Drive-Inn Restaurant,1746,4,Credit Card,Delivered,Veg,,,,
23-04-2023,Friday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,132,4,Credit Card,Delivered,Veg,,,,
31-03-2023,Tuesday,Female,Vellore,Paneer Hyderabadi Gravy,Hotel Saravana Bhavan,3140,0,COD,Cancelled,Veg,,,,
09-02-2023,Thursday,Male,Salem,Egg curry,Denmarrk Drive-Inn Restaurant,785,4,Credit Card,Delivered,Non-Veg,,,,
01-03-2023,Monday,Female,Pollachi,Grilled Chicken,Mad Grill,2460,0,COD,Cancelled,Non-Veg,,,,
04-09-2023,Wednesday,Female,Salem,idli,Hotel Saravana Bhavan,1307,0,COD,Cancelled,Veg,,,,
29-07-2023,Monday,Female,Tiruppur,Masala dosa,Zara's Home Food,2813,1,COD,Delivered,Veg,,,,
10-08-2023,Wednesday,Female,Coimbatore,Tandoori roti,Hotel Anjappar,353,4,UPI,Delivered,Veg,,,,
20-07-2023,Wednesday,Female,Erode,Shawarma,Little Arabia,430,3,COD,Delivered,Veg,,,,
14-10-2023,Thursday,Male,Tiruppur,appam,Denmarrk Drive-Inn Restaurant,1849,0,COD,Cancelled,Veg,,,,
14-05-2023,Saturday,Female,Tiruppur,Mutton curry,Zara's Home Food,93,0,COD,Cancelled,Non-Veg,,,,
11-02-2023,Friday,Female,Salem,Mushroom Biryani,Saravana Bhavan,571,4,Credit Card,Delivered,Non-Veg,,,,
27-06-2023,Saturday,Female,Madurai,Mutton Briyani,Star Briyani,434,0,COD,Cancelled,Non-Veg,,,,
29-07-2023,Monday,Female,Avinashi,Egg curry,Haribhavanam,1706,4,COD,Delivered,Non-Veg,,,,
26-03-2023,Monday,Female,Vellore,Tandoori roti,Hotel Anjappar,988,1,COD,Delivered,Veg,,,,
13-10-2023,Friday,Male,Vellore,Paneer tikka,Denmarrk Drive-Inn Restaurant,786,0,COD,Cancelled,Veg,,,,
18-08-2023,Wednesday,Female,Chennai,Rose Milk,Hotel A2B,450,0,COD,Cancelled,Veg,,,,
19-02-2023,Monday,Male,Erode,chicken biryani,Hotel Saravana Bhavan,3314,0,UPI,Cancelled,Non-Veg,,,,
31-03-2023,Thursday,Male,Vellore,Veg Schezwan Momo,Hotel Junior Kuppanna,185,0,COD,Cancelled,Veg,,,,
12-06-2023,Tuesday,Female,Thanjavur,appam,Denmarrk Drive-Inn Restaurant,2611,3,COD,Delivered,Veg,,,,
14-03-2023,Monday,Female,Madurai,Jigarthanda,Famous Jigarthanda,80,4,COD,Delivered,Veg,,,,
19-06-2023,Saturday,Female,Nagercoil,Paneer Hyderabadi Gravy,Hotel Anjappar,1179,2,COD,Delivered,Veg,,,,
07-02-2023,Saturday,Male,Avinashi,Paneer tikka,Haribhavanam,700,3,Credit Card,Delivered,Veg,,,,
27-05-2023,Friday,Female,Chennai,Rose Milk,Hotel A2B,100,4,Credit Card,Delivered,Veg,,,,
13-11-2023,Sunday,Male,Tirunelveli,Chilli chicken,Denmarrk Drive-Inn Restaurant,358,0,COD,Cancelled,Non-Veg,,,,
21-12-2023,Friday,Female,Salem,Naan,Zara's Home Food,986,3,Credit Card,Delivered,Veg,,,,
28-06-2023,Thursday,Female,Karur,idli,Hotel A2B,150,3,COD,Delivered,Veg,,,,
16-03-2023,Saturday,Female,Trichy,Mutton Briyani,Star Briyani,850,0,COD,Cancelled,Non-Veg,,,,
25-10-2023,Saturday,Female,Vellore,Chettinad chicken Gravy,Zara's Home Food,2150,1,Credit Card,Delivered,Non-Veg,,,,
07-02-2023,Sunday,Female,Chennai,Schezwan fried rice,Hotel Saravana Bhavan,150,0,COD,Cancelled,Veg,,,,
21-02-2023,Wednesday,Female,Tiruppur,Paneer tikka,Hotel Anjappar,2474,0,COD,Cancelled,Veg,,,,
26-01-2023,Monday,Female,Nagercoil,Mushroom Masala,Hotel Saravana Bhavan,2383,1,Credit Card,Delivered,Veg,,,,
08-02-2023,Tuesday,Male,Chennai,Schezwan fried rice,Hotel Saravana Bhavan,320,0,COD,Cancelled,Veg,,,,
27-07-2023,Thursday,Female,Vellore,Mutton Briyani,Star Briyani,3120,0,COD,Cancelled,Non-Veg,,,,
21-08-2023,Tuesday,Male,Dindigul,Mushroom Masala,Denmarrk Drive-Inn Restaurant,1164,0,COD,Cancelled,Veg,,,,
18-10-2023,Saturday,Female,Coimbatore,idli,Hotel Junior Kuppanna,75,0,UPI,Cancelled,Veg,,,,
28-02-2023,Monday,Male,Tiruppur,Veg Schezwan Momo,Hotel A2B,175,3,COD,Delivered,Veg,,,,
10-02-2023,Wednesday,Female,Madurai,Tandoori roti,Hotel Junior Kuppanna,2238,0,UPI,Cancelled,Veg,,,,
07-03-2023,Tuesday,Female,Tiruvannamalai,Paneer tikka,Hotel A2B,355,0,UPI,Cancelled,Veg,,,,
04-07-2023,Wednesday,Male,Pollachi,idli,Hotel Junior Kuppanna,579,4,Credit Card,Delivered,Veg,,,,
24-05-2023,Saturday,Male,Chennai,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,1209,2,COD,Delivered,Non-Veg,,,,
31-01-2023,Wednesday,Male,Avinashi,Chicken biryani,Haribhavanam,630,4,Credit Card,Delivered,Non-Veg,,,,
02-04-2023,Wednesday,Female,Nagercoil,Veg fried rice,Hotel A2B,920,4,UPI,Delivered,Veg,,,,
13-01-2023,Friday,Female,Trichy,Tandoori roti,Hotel Anjappar,2241,0,UPI,Cancelled,Veg,,,,
26-09-2023,Saturday,Male,Chennai,Chettinad chicken Gravy,Hotel Saravana Bhavan,1681,5,COD,Delivered,Non-Veg,,,,
07-05-2023,Saturday,Female,Madurai,Jigarthanda,Famous Jigarthanda,78,0,COD,Cancelled,Veg,,,,
26-03-2023,Thursday,Female,Tirunelveli,Naan,Denmarrk Drive-Inn Restaurant,2706,4,COD,Delivered,Veg,,,,
05-07-2023,Friday,Female,Chennai,Rose Milk,Hotel A2B,100,0,COD,Cancelled,Veg,,,,
08-10-2023,Wednesday,Male,Chennai,Schezwan fried rice,Hotel Saravana Bhavan,369,2,UPI,Delivered,Veg,,,,
21-08-2023,Monday,Male,Erode,Chilli chicken,Khalids Briyani,3074,0,COD,Cancelled,Non-Veg,,,,
20-06-2023,Monday,Male,Tiruvannamalai,Pulao,Hotel Junior Kuppanna,1026,3,COD,Delivered,Veg,,,,
14-02-2023,Monday,Male,Pollachi,Mutton Briyani,Star Briyani,220,3,COD,Delivered,Non-Veg,,,,
21-07-2023,Tuesday,Female,Madurai,Jigarthanda,Famous Jigarthanda,105,1,COD,Delivered,Veg,,,,
20-12-2023,Sunday,Female,Vellore,Palak paneer,Hotel A2B,3330,0,COD,Cancelled,Veg,,,,
30-11-2023,Tuesday,Male,Erode,Paneer tikka,Denmarrk Drive-Inn Restaurant,1311,1,UPI,Delivered,Veg,,,,
30-09-2023,Saturday,Male,Erode,Naan,Anjappar,108,0,COD,Cancelled,Veg,,,,
01-01-2023,Sunday,Male,Tiruppur,appam,Denmarrk Drive-Inn Restaurant,596,0,COD,Cancelled,Veg,,,,
14-11-2023,Thursday,Male,Tiruppur,Mushroom Biryani,Denmarrk Drive-Inn Restaurant,1308,0,COD,Cancelled,Veg,,,,
02-05-2023,Tuesday,Female,Tirunelveli,Tandoori roti,Hotel Anjappar,1762,0,COD,Cancelled,Veg,,,,
04-11-2023,Saturday,Female,Coimbatore,Veg Schezwan Momo,Hotel A2B,175,1,UPI,Delivered,Veg,,,,
14-01-2023,Thursday,Female,Thanjavur,Chettinad chicken Gravy,Hotel A2B,928,3,Credit Card,Delivered,Non-Veg,,,,
09-11-2023,Tuesday,Female,Tiruvannamalai,Egg curry,Hotel Anjappar,2752,5,Credit Card,Delivered,Non-Veg,,,,
05-07-2023,Thursday,Female,Tiruvannamalai,Veg fried rice,Denmarrk Drive-Inn Restaurant,3437,2,UPI,Delivered,Veg,,,,
07-08-2023,Thursday,Female,Pollachi,Mushroom Biryani,Denmarrk Drive-Inn Restaurant,2344,4,COD,Delivered,Veg,,,,
12-12-2023,Sunday,Female,Avinashi,Mutton curry,Haribhavanam,3196,4,Credit Card,Delivered,Non-Veg,,,,
14-09-2023,Wednesday,Female,Tirunelveli,Veg fried rice,Saravana Bhavan,1446,0,COD,Cancelled,Veg,,,,
10-04-2023,Thursday,Female,Chennai,idli,Hotel Anjappar,605,5,Credit Card,Delivered,Veg,,,,
21-06-2023,Sunday,Male,Vellore,Fish fry,Hotel Junior Kuppanna,493,0,COD,Cancelled,Non-Veg,,,,
25-05-2023,Wednesday,Female,Karur,Chilli chicken,Khalids Briyani,1172,3,COD,Delivered,Non-Veg,,,,
03-07-2023,Tuesday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,1001,4,COD,Delivered,Veg,,,,
23-11-2023,Thursday,Female,Chennai,Masala dosa,Hotel Saravana Bhavan,962,1,COD,Delivered,Veg,,,,
12-04-2023,Sunday,Male,Pollachi,idli,Denmarrk Drive-Inn Restaurant,150,0,COD,Cancelled,Veg,,,,
25-04-2023,Monday,Female,Erode,Shawarma,Little Arabia,430,0,COD,Cancelled,Veg,,,,
20-06-2023,Thursday,Male,Nagercoil,Veg fried rice,Hotel A2B,2599,0,COD,Cancelled,Veg,,,,
15-03-2023,Sunday,Male,Thanjavur,idli,Hotel A2B,75,4,Credit Card,Delivered,Veg,,,,
24-08-2023,Sunday,Male,Dindigul,Chilli chicken,Denmarrk Drive-Inn Restaurant,1337,0,COD,Cancelled,Non-Veg,,,,
21-09-2023,Monday,Female,Pollachi,Mutton Briyani,Star Briyani,2742,5,COD,Delivered,Non-Veg,,,,
09-04-2023,Sunday,Female,Erode,Shawarma,Little Arabia,180,3,UPI,Delivered,Veg,,,,
02-02-2023,Tuesday,Male,Trichy,Palak paneer,Hotel Saravana Bhavan,395,3,COD,Delivered,Veg,,,,
04-12-2023,Monday,Female,Pollachi,chicken biryani,Hotel A2B,2047,1,COD,Delivered,Non-Veg,,,,
13-09-2023,Thursday,Male,Trichy,Veg fried rice,Denmarrk Drive-Inn Restaurant,2509,4,UPI,Delivered,Veg,,,,
05-11-2023,Wednesday,Female,Chennai,Rose Milk,Hotel A2B,105,4,COD,Delivered,Veg,,,,
09-01-2023,Monday,Male,Erode,Shawarma,Little Arabia,180,3,COD,Delivered,Veg,,,,
18-07-2023,Monday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,1591,4,COD,Delivered,Veg,,,,
27-09-2023,Saturday,Male,Avinashi,Masala dosa,Haribhavanam,311,4,UPI,Delivered,Veg,,,,
16-06-2023,Monday,Female,Avinashi,Chicken biryani,Haribhavanam,830,3,COD,Delivered,Non-Veg,,,,
20-11-2023,Sunday,Male,Nagercoil,Chilli chicken,Hotel Junior Kuppanna,1730,5,UPI,Delivered,Non-Veg,,,,
22-09-2023,Tuesday,Female,Vellore,Egg curry,Hotel Saravana Bhavan,1210,3,UPI,Delivered,Non-Veg,,,,
16-03-2023,Saturday,Female,Tiruppur,idli,Hotel Junior Kuppanna,702,4,COD,Delivered,Veg,,,,
24-06-2023,Sunday,Male,Avinashi,Mushroom Noodles,Haribhavanam,300,5,UPI,Delivered,Veg,,,,
17-12-2023,Monday,Female,Trichy,Tandoori roti,Denmarrk Drive-Inn Restaurant,916,0,COD,Cancelled,Veg,,,,
05-09-2023,Monday,Male,Madurai,Egg curry,Hotel Anjappar,730,0,COD,Cancelled,Non-Veg,,,,
22-01-2023,Friday,Male,Salem,Chettinad chicken Gravy,Hotel Anjappar,2606,3,UPI,Delivered,Non-Veg,,,,
10-06-2023,Monday,Male,Dindigul,Pulao,Hotel Saravana Bhavan,255,0,COD,Cancelled,Veg,,,,
28-08-2023,Friday,Female,Chennai,Tandoori roti,Hotel Anjappar,2382,0,COD,Cancelled,Veg,,,,
20-02-2023,Monday,Male,Tiruppur,Paneer Hyderabadi Gravy,Hotel Saravana Bhavan,1227,0,COD,Cancelled,Veg,,,,
18-03-2023,Thursday,Female,Pollachi,Gobi manchurian,Junior Kuppanna,3214,4,UPI,Delivered,Veg,,,,
02-03-2023,Monday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,554,4,COD,Delivered,Veg,,,,
13-09-2023,Thursday,Male,Avinashi,Gobi manchurian,Haribhavanam,3150,3,UPI,Delivered,Veg,,,,
25-10-2023,Friday,Male,Madurai,Veg fried rice,Denmarrk Drive-Inn Restaurant,2180,0,COD,Cancelled,Veg,,,,
15-03-2023,Saturday,Male,Dindigul,Masala dosa,Denmarrk Drive-Inn Restaurant,1993,2,COD,Delivered,Veg,,,,
10-12-2023,Friday,Female,Karur,Mutton curry,Denmarrk Drive-Inn Restaurant,2363,1,UPI,Delivered,Non-Veg,,,,
09-09-2023,Monday,Female,Erode,Mushroom Masala,Denmarrk Drive-Inn Restaurant,1298,1,UPI,Delivered,Veg,,,,
12-03-2023,Sunday,Female,Madurai,Mushroom Biryani,Hotel Junior Kuppanna,2445,2,COD,Delivered,Veg,,,,
22-07-2023,Tuesday,Female,Coimbatore,Fish fry,Khalids Briyani,1880,3,UPI,Delivered,Non-Veg,,,,
15-08-2023,Wednesday,Female,Avinashi,Fish fry,Haribhavanam,2625,3,UPI,Delivered,Non-Veg,,,,
15-07-2023,Monday,Male,Thanjavur,Fish fry,Denmarrk Drive-Inn Restaurant,241,0,COD,Cancelled,Non-Veg,,,,
21-08-2023,Sunday,Male,Karur,Tandoori roti,Zara's Home Food,618,0,COD,Cancelled,Veg,,,,
12-11-2023,Monday,Female,Tiruppur,chicken biryani,Hotel Saravana Bhavan,75,2,COD,Delivered,Non-Veg,,,,
31-10-2023,Tuesday,Male,Erode,Shawarma,Little Arabia,99,3,COD,Delivered,Veg,,,,
29-03-2023,Tuesday,Male,Chennai,Chilli chicken,Hotel Junior Kuppanna,1620,2,UPI,Delivered,Non-Veg,,,,
12-07-2023,Monday,Female,Vellore,Gobi manchurian,Hotel Saravana Bhavan,424,0,COD,Cancelled,Veg,,,,
16-03-2023,Tuesday,Female,Avinashi,Chicken biryani,Haribhavanam,1350,4,UPI,Delivered,Non-Veg,,,,
15-05-2023,Wednesday,Female,Coimbatore,Mutton Briyani,Star Briyani,358,1,UPI,Delivered,Non-Veg,,,,
08-12-2023,Tuesday,Male,Trichy,Schezwan fried rice,Hotel A2B,180,1,COD,Delivered,Veg,,,,
21-09-2023,Tuesday,Female,Avinashi,Paneer tikka,Haribhavanam,3491,5,COD,Delivered,Veg,,,,
24-03-2023,Monday,Male,Avinashi,Appam,Haribhavanam,300,4,UPI,Delivered,Veg,,,,
12-12-2023,Friday,Female,Nagercoil,Dosa,Hotel A2B,75,1,UPI,Delivered,Veg,,,,
23-07-2023,Monday,Male,Avinashi,Tandoori roti,Haribhavanam,3192,3,COD,Delivered,Veg,,,,
22-03-2023,Sunday,Male,Dindigul,Pulao,Hotel Anjappar,2771,4,UPI,Delivered,Veg,,,,
04-11-2023,Wednesday,Female,Salem,Mutton Briyani,Star Briyani,917,5,UPI,Delivered,Non-Veg,,,,
16-01-2023,Friday,Male,Karur,Veg Schezwan Momo,Hotel Anjappar,970,0,COD,Cancelled,Veg,,,,
31-10-2023,Saturday,Female,Coimbatore,Veg Schezwan Momo,Denmarrk Drive-Inn Restaurant,530,0,COD,Cancelled,Veg,,,,
12-10-2023,Sunday,Male,Trichy,Paneer Fried Momos,Hotel A2B,1697,0,COD,Cancelled,Veg,,,,
21-03-2023,Saturday,Male,Erode,Shawarma,Little Arabia,99,3,UPI,Delivered,Non-Veg,,,,
21-08-2023,Friday,Male,Salem,Chilli chicken,Denmarrk Drive-Inn Restaurant,2899,0,COD,Cancelled,Non-Veg,,,,
23-10-2023,Thursday,Female,Coimbatore,Mutton Briyani,Star Briyani,580,0,COD,Cancelled,Non-Veg,,,,
